name,organization,address,city,state,zip,county,beds,category,type,total_bed_count,total_resident_count,icf_idd,license_number
Regis Avenue Group Home,"Durham County Community Living Programs, Inc.",PO Box 51159,Durham,NC,27717,Durham,6,IID,Residential,6,6,FALSE,MHL-032-261
Westglen Road Group Home,"Durham County Community Living Programs, Inc.",PO Box 51159,Durham,NC,27717,Durham,6,IID,Residential,6,6,FALSE,MHL-032-262
Watts Street Group Home,"Durham County Community Living Programs, Inc.",PO Box 51159,Durham,NC,27717,Durham,6,IID,Residential,6,5,FALSE,MHL-032-263
Carpenter-Fletcher Road Group Home,"Durham County Community Living Programs, Inc.",PO Box 51159,Durham,NC,27717,Durham,5,IID,Residential,5,5,FALSE,MHL-032-264
Melbourne Street Group Home,"Durham County Community Living Programs, Inc.",PO Box 51159,Durham,NC,27717,Durham,5,IID,Residential,5,5,FALSE,MHL-032-265
Cambian Place Group Home,"Durham County Community Living Programs, Inc.",PO Box 51159,Durham,NC,27717,Durham,5,IID,Residential,5,5,FALSE,MHL-032-266
Dixon Road Group Home,"Durham County Community Living Programs, Inc.",PO Box 51159,Durham,NC,27717,Durham,5,IID,Residential,5,5,FALSE,MHL-032-267
"Johnson's House of Hope Family Care Home, LLC",Carol Johnson,2509 Rolling Pines Avenue,Durham,NC,27703,Durham,6,IID,Residential,6,0,FALSE,MHL-032-317
Durham Women's Halfway House,"Freedom House Recovery Center, Inc.",104 New Stateside Drive,Chapel HIll,NC,27516,Durham,6,SUD,Residential,6,6,FALSE,MHL-032-335
Winburn,P.H.P. of N.C. Inc.,PO Box 20014,Durham,NC,27702,Durham,3,IID,Residential,3,3,FALSE,MHL-032-349
Inez's House HC,Hattie Joann Dunham,209 Ganyard Farm Way,Durham,NC,27703,Durham,6,IID,Residential,6,3,FALSE,MHL-032-356
"Triangle Residential Options for Substance Abusers, Inc","Triangle Residential Options for Substance Abusers, Inc",1820 James Street,Durham,NC,27707,Durham,60,SUD,Residential,60,54,FALSE,MHL-032-361
Triangle Residential Options for Substance Abusers,"Triangle Residential Options for Substance Abusers, In",1820 James Street,Durham,NC,27707,Durham,178,SUD,Residential,178,138,FALSE,MHL-032-363
Durham Men's Halfway House,"Freedom House Recovery Center, Inc.",104  New Stateside Drive,Chapel Hill,NC,27516,Durham,11,SUD,Residential,11,11,FALSE,MHL-032-367
D.H.D. Group Home,Derik Lee Abney,1509 Oak Forest Dr,Hillsborough,NC,27278,Durham,6,MI,Residential,6,0,FALSE,MHL-032-370
Rose's Castle Residential Services Inc.,"Rose's Castle Residential Services, Inc.",505 Cook Road,Durham,NC,27713,Durham,4,MI,Residential,4,3,FALSE,MHL-032-371
"Devereux Residential Services, LLC",Jennifer Williams,2 Callahan Circle,Durham,NC,27703,Durham,3,IID,Residential,3,3,FALSE,MHL-032-382
"Destiny Home, Inc.","Destiny Home, Inc.",1321 Heritage Hills Way,Wake Forest,NC,27587,Durham,6,MI,Residential,6,5,FALSE,MHL-032-389
"Community Choices, Inc - Cascade @ Durham","Community Alternatives, Inc.",2401 Sardis Rd North,Charlotte,NC,28227,Durham,18,SUD,Residential,18,10,FALSE,MHL-032-390
"Better Living Concepts of Durham, LLC",Ben Ouma Nyabwa,909 Garcia Avenue,Durham,NC,27704,Durham,6,IID,Residential,6,5,FALSE,MHL-032-403
Don's Adult Care Group Home,"Donald E. Brown, Sr.",2015 Ellis Road,Durham,NC,27703,Durham,5,MI,Residential,5,4,FALSE,MHL-032-404
Harvest of Hope,Hazel Clinkscales/ Hattie Carrington,2509 Lane Street,Durham,NC,27707,Durham,4,MI,Residential,4,4,FALSE,MHL-032-411
"Break Out, LLC","Break Out, LLC",509 North Mangum Street,Durham,NC,27701,Durham,4,IID,Residential,4,3,FALSE,MHL-032-414
"Michael's Place, Inc.","Michael's Place, Inc.",114 Crosswood Drive,Durham,NC,27703,Durham,3,IID,Residential,3,3,FALSE,MHL-032-415
Bridging the Gap Residential Services,"Bridging the Gap Residential Services, LLC",2945 South Miami Boulevard,Durham,NC,27703,Durham,4,IID,Residential,4,4,FALSE,MHL-032-419
Melody House,"Melody House, LLC",PO Box 11343,Durham,NC,27703,Durham,5,MI,Residential,5,0,FALSE,MHL-032-423
"Securing Resources for Consumers, Inc.","Securing Resources for Consumers, Inc.","3711 University Drive, Suite C",Durham,NC,27707,Durham,3,IID,Residential,3,2,FALSE,MHL-032-440
TLC Adult Group Home,Sonja R Hazelwood,PO Box  21315,Durham,NC,27703,Durham,5,IID,Residential,5,5,FALSE,MHL-032-441
Fayetteville Street Community Living Home,"Fayetteville Street Community Living Home, LLC",3622 Lyckan Pkwy Ste 4004,Durham,NC,27707,Durham,5,IID,Residential,5,5,FALSE,MHL-032-445
Bridging the Gap Residential Services II,"Bridging the Gap Residential Services, LLC",2945 South Miami Boulevard,Durham,NC,27703,Durham,4,IID,Residential,4,4,FALSE,MHL-032-451
"Securing Resources for Consumers, Inc. #2","Securing Resources for Consumers, Inc.","3711 University Drive, Suite C",Durham,NC,27707,Durham,5,IID,Residential,5,4,FALSE,MHL-032-456
RoShaun's House of Care,RoShaun Williams,4012 Guess Road,Durham,NC,27705,Durham,6,MI,Residential,6,6,FALSE,MHL-032-516
"Faith Homes & Habilitation, LLC","Destiny Pursuits, Inc.",5316 Cumberland Plain Dr.,Raleigh,NC,27616,Durham,6,IID,Residential,6,6,FALSE,MHL-032-523
The Jackson Residential-A Caring Hands Site,"Caring Hands & Supplementary Enrichment Education, LLC","2206 S. Page Rd., Ste 102",Durham,NC,27703,Durham,2,MI,Residential,2,2,FALSE,MHL-032-562
Enhancement Health Care,"Enhancement Health Care, Inc.",2402 South Miami Blvd,Durham,NC,27703,Durham,4,IID,Residential,4,4,FALSE,MHL-032-568
The Wilson House,Gloria Clemens,1711 W. Lakewood Avenue,Durham,NC,27707,Durham,3,MI,Residential,3,2,FALSE,MHL-032-576
NC START Central Respite Home,"Easter Seals UCP North Carolina and Virginia, Inc.",5171 Glenwood Avenue Ste 211,Raleigh,NC,27612,Durham,4,MI,Residential,4,4,FALSE,MHL-032-578
"Triangle Residential Options for Substance Abusers, Inc","Triangle Residential Options for Substance Abusers, Inc",1820 James Street,Durham,NC,27707,Durham,275,SUD,Residential,275,195,FALSE,MHL-032-582
"Changing Lives Residential Care, Inc.",Changing Lives Enrichment Center Inc.,25 Jenee Street,Durham,NC,27703,Durham,6,MI,Residential,6,5,FALSE,MHL-032-583
Loving Arms Tender Touch (LATT),Elspeth V. Walker and Joseph T. Walker,4815 Swanns Mill Drive,Durham,NC,27704,Durham,2,MI,Residential,3,2,FALSE,MHL-032-584
Loving Arms Tender Touch (LATT),Elspeth V. Walker and Joseph T. Walker,4815 Swanns Mill Drive,Durham,NC,27704,Durham,1,MD,Residential,3,2,FALSE,MHL-032-584
Recovery Connections II,"Recovery Connections of Durham, Inc.",2913 Wadsworth Avenue,Durham,NC,27707,Durham,5,SUD,Residential,5,5,FALSE,MHL-032-585
Recovery Connections I,"Recovery Connections of Durham, Inc.",2913 Wadsworth Ave,Durham,NC,27707,Durham,6,SUD,Residential,6,6,FALSE,MHL-032-586
A Positive Solution,"Alberta Professional Services, Inc.",PO Box 14884,Greensboro,NC,27713,Durham,3,MI,Residential,3,1,FALSE,MHL-032-596
Athens Place,"PHP of NC, Inc.",4125 Ben Franklin Blvd,Durham,NC,27704,Durham,3,IID,Residential,3,2,FALSE,MHL-032-597
Durham Recovery Response Center,"Recovery Innovations, Inc./DBA RI International",309 Crutchfield St,Durham,NC,27704,Durham,10,SUD,Residential,16,16,FALSE,MHL-032-605
Durham Recovery Response Center,"Recovery Innovations, Inc./DBA RI International",309 Crutchfield St,Durham,NC,27704,Durham,6,SUD,Residential,16,16,FALSE,MHL-032-605
Bridging the Gap Residential Services III,"Bridging the Gap Residential Services, LLC",2945 South Miami Boulevard,Durham,NC,27703,Durham,4,IID,Residential,4,4,FALSE,MHL-032-606
Bridging the Gap Residential Services IV,"Bridging the Gap Residential Services, LLC","2945 South Miami Boulevard,",Durham,NC,27703,Durham,4,IID,Residential,4,4,FALSE,MHL-032-608
Absolute Home-Roxboro Street,"Absolute Home & Community Services, Inc.",1140-201 Benson Rd,Garner,NC,27529,Durham,6,MI,Residential,6,5,FALSE,MHL-032-611
"House of Care, Inc.","House of Care, Inc.","3500 Westgate Dr., Ste. 103",Durham,NC,27707,Durham,6,IID,Residential,6,4,FALSE,MHL-032-613
Recovery Connections of Durham-III,"Recovery Connections of Durham, Inc.",2913 Wadsworth Ave.,Durham,NC,27707,Durham,6,SUD,Residential,6,6,FALSE,MHL-032-614
"Dedove Homes, Inc.","Dedove Homes, Inc.",3626 Jordan Mill Court,Raleigh,NC,27616,Durham,6,MI,Residential,6,5,FALSE,MHL-032-620
Moretz Manor,Lutheran Family Services in the Carolinas,1416 S. Martin Luther King Jr. Ave,Salisbury,NC,28144,Durham,6,IID,Residential,6,6,FALSE,MHL-032-621
Tower of Blessing MH #4,"Tower of Blessing A Refuge To Seek, Inc",2309 Ellington St,Durham,NC,27704,Durham,4,IID,Residential,4,4,FALSE,MHL-032-626
The Moore Home-A Caring Hands Site,Caring Hands and Supplementary Enrichment Education LLC,"2206 South Page Road, Suite 102",Durham,NC,27703,Durham,2,MD,Residential,2,0,FALSE,MHL-032-628
The Medlyn Home-A Caring Hands Site,Caring Hands and Supplementary Enrichment Education LLC,2206 South Page Road Suite 102,Durham,NC,27703,Durham,2,MD,Residential,2,0,FALSE,MHL-032-629
Goldsmith Home-A Caring Hands Site,Caring Hands and Supplementary Enrichment Education LLC,"2206 South Page Road, Suite 102",Durham,NC,27703,Durham,1,MD,Residential,1,0,FALSE,MHL-032-630
Campbell Home,"United Support Services, Inc",PO Box 337,Matthews,NC,28106,Durham,2,MD,Residential,2,1,FALSE,MHL-032-632
Gordon's Place,"Alpha Management Services, Inc",2 Consultant Place,Durham,NC,27707,Durham,2,MD,Residential,2,1,FALSE,MHL-032-634
Tower of Blessing MH#5,"Tower of Blessing a Refuge to Seek, Inc",2309 Ellington St,Durham,NC,27704,Durham,6,IID,Residential,6,1,FALSE,MHL-032-638
Skill Creations of Tarboro,"Skill Creations, Inc.",P.O. Box 1664,Goldsboro,NC,27533,Edgecombe,15,IID,Residential,15,15,TRUE,MHL-033-008
SCI-Pinetops Group Home,"Skill Creations, Inc.",P.O. Box 979,Goldsboro,NC,27533,Edgecombe,5,IID,Residential,5,5,FALSE,MHL-033-024
"Better Days Ahead, Inc. #2",Better Days Ahead of Rocky Mount Inc.,P.O. Box 909,Rocky Mount,NC,27802,Edgecombe,3,IID,Residential,3,2,FALSE,MHL-033-029
"Better Days Ahead of Rocky Mount, Inc.",Better Days Ahead of Rocky Mount Inc.,PO Box 909,Rocky Mount,NC,27802,Edgecombe,6,IID,Residential,6,6,FALSE,MHL-033-032
Better Days Ahead of Rocky Mount #3,Better Days Ahead Of Rocky Mount Inc.,PO Box 909,Rocky Mount,NC,27802,Edgecombe,3,MI,Residential,3,3,FALSE,MHL-033-035
Better Days Ahead Inc #4,Better Days Ahead of Rocky Mount Inc.,PO Box 909,Rocky Mount,NC,27802,Edgecombe,2,MI,Residential,2,0,FALSE,MHL-033-051
Someone Does Care,"Someone Does Care, LLC",P.O. BOX 1232,Tarboro,NC,27886,Edgecombe,6,IID,Residential,6,5,FALSE,MHL-033-052
Way Farer Court,Monarch,350 Pee Dee Ave. Ste. 101,Albemarle,NC,28001,Edgecombe,5,IID,Residential,5,5,FALSE,MHL-033-058
Williams Home Sweet Home,Yvonne Williams,1832 Springfield Road,Rocky Mount,NC,27801,Edgecombe,3,MI,Residential,3,1,FALSE,MHL-033-084
Open Hearts,Albert Telfair and Debbie Telfair,4572 NC 97 East,Tarboro,NC,27886,Edgecombe,6,IID,Residential,6,3,FALSE,MHL-033-107
Better Days Ahead of Rocky Mount Inc. #5,Better Days Ahead of Rocky Mount Inc.,P O Box 909,Rocky Mount,NC,27802,Edgecombe,3,MI,Residential,3,1,FALSE,MHL-033-108
Sherrod Alternative,Tracy Sherrod,1233 Sycamore Street,Rocky Mount,NC,27801,Edgecombe,3,MI,Residential,3,0,FALSE,MHL-033-115
"Open Arms Family Services, Inc.","Almarch Family Care, LLC",295 Adams Point Dr,Garner,NC,27529,Edgecombe,4,IID,Residential,4,4,FALSE,MHL-033-132
"Michael's Angels Home of Healing, LLC","Michael's Angels Home of Healing, LLC",PO Box 1454,Tarboro,NC,27886,Edgecombe,4,MD,Residential,4,3,FALSE,MHL-033-135
Dorothy's Place,"Quality Care Solutions, Inc.","3824 Barrett Drive, Suite 105",Raleigh,NC,27609,Edgecombe,4,IID,Residential,4,4,FALSE,MHL-033-136
"A Caring Hand, Inc.","A Caring Hand, Inc.",8378 Six Forks Rd Suite 202,Raleigh,NC,27615,Edgecombe,6,MI,Residential,6,6,FALSE,MHL-033-137
Better Days Ahead of Rocky Mount Inc.,Better Days Ahead of Rocky Mount Inc,PO Box 909,Rocky Mount,NC,27802,Edgecombe,3,IID,Residential,3,2,FALSE,MHL-033-139
DA-Queens Home,"DA-Queens's Home, LLC",295 Adams Point Drive,Garner,NC,27529,Edgecombe,3,IID,Residential,3,3,FALSE,MHL-033-141
Addiction Recovery Care Association(ARCA),"Addiction Recovery Care Association, Inc.",5755 Shattalon Drive,Winston-Salem,NC,27105,Forsyth,16,SUD,Residential,16,0,FALSE,MHL-034-004
The Fellowship Home,"The Fellowship Home, Inc.",661 North Spring Street,Winston Salem,NC,27101,Forsyth,10,SUD,Residential,10,5,FALSE,MHL-034-005
Pineview,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Forsyth,5,IID,Residential,5,5,TRUE,MHL-034-010
The Atrium/The Respite Center,"Horizons Residential Care Center, Inc.",103 Horizons Lane,Rural Hall,NC,27045,Forsyth,30,IID,Residential,36,36,TRUE,MHL-034-016
The Atrium/The Respite Center,"Horizons Residential Care Center, Inc.",103 Horizons Lane,Rural Hall,NC,27045,Forsyth,6,IID,Residential,36,36,TRUE,MHL-034-016
Wilson Smith Cottage,Lutheran Family Services in the Carolinas,PO Box 12818,Winston Salem,NC,27117,Forsyth,6,IID,Residential,6,6,TRUE,MHL-034-045
The Arches-Horizons Residential Care Center,"Horizons Residential Care Center, Inc.",103 Horizons Lane,Rural Hall,NC,27045,Forsyth,10,IID,Residential,10,10,TRUE,MHL-034-050
YWCA-Hawley House,"YWCA of  Winston-Salem and Forsyth County, Inc.",941 West Street,Winston Salem,NC,27101,Forsyth,9,SUD,Residential,9,6,FALSE,MHL-034-066
Konnoak Group Home,Educare Community Living Corporation-North Carolina,1551 Westbrook Plaza Dr,Winston Salem,NC,27103,Forsyth,6,IID,Residential,6,6,TRUE,MHL-034-113
Waddell,"UMAR Services, Inc.","5350 77 Center Dr, Suite 201",Charlotte,NC,28217,Forsyth,6,IID,Residential,6,6,FALSE,MHL-034-115
Hooper,"UMAR Services, Inc.",5350 77 Center Dr Suite 201,Charlotte,NC,28217,Forsyth,6,IID,Residential,6,4,FALSE,MHL-034-116
Hinkle House at Bethabara,"Baptist Children's Home of NC, Inc. - DD Ministry",PO Box 338,Thomasville,NC,27361,Forsyth,6,IID,Residential,6,5,FALSE,MHL-034-156
Davis House at Bethabara,"Baptist Children's Homes of NC, Inc. - DD Ministry",PO Box 338,Thomasville,NC,27361,Forsyth,6,IID,Residential,6,6,FALSE,MHL-034-168
Community Assisted Residential Environment II,"Community Assisted Residential Environment, LLC",5452 Hanover Park Drive,Winston Salem,NC,27103,Forsyth,5,IID,Residential,5,5,FALSE,MHL-034-172
Lippard Lodge,Lutheran Family Services in the Carolinas,6590 Rollingwood Drive,Clemmons,NC,27012,Forsyth,6,IID,Residential,6,6,FALSE,MHL-034-174
Wilson's Constant Care,"Wilson's Constant Care, LLC",1228 North Highland Avenue,Winston-Salem,NC,27101,Forsyth,4,MI,Residential,4,3,FALSE,MHL-034-201
"A Sure House, Inc.","A Sure House, Inc.",1265 Arbor Road,Winston-Salem,NC,27104,Forsyth,4,MI,Residential,4,2,FALSE,MHL-034-207
Cheval Group Home,"Multi-Therapeutic Services, Inc.",2625 Neudorf Road Suite 600,Clemmons,NC,27012,Forsyth,5,IID,Residential,5,4,FALSE,MHL-034-211
King-Wendt Home,"King-Wendt Group Home, LLC",3910 Char-win Dr,Winston Salem,NC,27101,Forsyth,2,MI,Residential,2,2,FALSE,MHL-034-215
Inspirationz,"Inspirationz, LLC",Post Office Box 991,Winston Salem,NC,27102,Forsyth,4,MI,Residential,4,3,FALSE,MHL-034-219
Independent Living Group Home,"Independent Living Group Home, LLC",7748 North Point Boulevd,Winston Salem,NC,27106,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-224
"Foundation Strong, LLC","Foundation Strong, LLC",PO Box 77805,Greensboro,NC,27417,Forsyth,4,MI,Residential,4,4,FALSE,MHL-034-226
Independence Group Home,Shawn Spencer,3722 Crosland Road,Winston-Salem,NC,27106,Forsyth,3,MI,Residential,3,1,FALSE,MHL-034-260
"NOA Human Services, Inc.","NOA Human Services, Inc",PO Box 17002,Winston-Salem,NC,27116,Forsyth,5,MI,Residential,5,5,FALSE,MHL-034-271
"Wolfe & Jackson Group Home, Inc.","Wolfe & Jackson Group Home, Inc.",P O Box 12002,Winston-Salem,NC,27117,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-276
Independent Living Group Home at Old Salisbury Road,"Independent Living Group Home, LLC",7748 North POint Boulevard,Winston-Salem,NC,27106,Forsyth,3,IID,Residential,3,2,FALSE,MHL-034-288
Home Care Solutions @ Heather View,"Home Care Solutions of NC, LLC",533 N Spring St,info@dluxeventsvenues.com,NC,27101,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-296
Independent Living at Calvert Drive,"Independent Living Group Home, LLC",7748 North Boulevard,Winston Salem,NC,27106,Forsyth,3,IID,Residential,3,0,FALSE,MHL-034-308
Independent Living @ Ransom Rd.,"Independent Living Group Home, LLC",7748 North Point Boulevard,Winston-Salem,NC,27106,Forsyth,4,IID,Residential,4,1,FALSE,MHL-034-309
Friendly People that Care,"Friendly People That Care, LLC",485 W. Sheperd St.,Winston Salem,NC,27103,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-311
Friendly People That Care 2,"Friendly People That Care, LLC",485 Sheperd St,Winston Salem,NC,27103,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-312
Friendly People That Care 3,"Friendly People That Care, LLC",485 Shepherd Street,Winston-Salem,NC,27103,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-313
Friendly People That Care 4,"Friendly People That Care, LLC",485 Sheperd St.,Winston-Salem,NC,27103,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-314
Friendly People That Care 5,"Friendly People That Care, LLC",485 Sheperd St,Winston-Salem,NC,27103,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-315
"NOA Human Services II, Inc.","NOA Human Services II, Inc.",P.O. Box 17002,Winston Salem,NC,27116,Forsyth,6,MI,Residential,6,6,FALSE,MHL-034-316
J. Edwards Home,"Top Priority Care Services, LLC",4401 Providence Lane,Winston Salem,NC,27106,Forsyth,4,IID,Residential,4,1,FALSE,MHL-034-319
Home Care Solutions @ Rhue Road,"Home Care Solutions of NC, LLC",533 N Spring St,Winston Salem,NC,27101,Forsyth,3,IID,Residential,3,2,FALSE,MHL-034-323
Sharpe and Williams #3,Sharpe and Williams,2740 New Walkertown Road,Winston-Salem,NC,27105,Forsyth,6,MI,Residential,6,6,FALSE,MHL-034-324
Arch Angel's,Arcola Lewis,144 Retnuh Drive,Winston-Salem,NC,27105,Forsyth,3,MI,Residential,3,3,FALSE,MHL-034-327
Inspirationz Level II,"Inspirationz, LLC",Post Office Box 991,Winston Salem,NC,27102,Forsyth,5,MI,Residential,5,1,FALSE,MHL-034-328
McTavish Home,"WesCare Professional Services, LLC",10-A Oak Branch Drive,Greensboro,NC,27407,Forsyth,4,IID,Residential,4,4,FALSE,MHL-034-329
CARE #2,"Community Assisted Residential Environment, LLC",5452 Hanover Park Drive,Winston Salem,NC,27103,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-330
Sharpe and Williams #4,"Sharpe and Williams, Inc.",2740 New Walkertown Road,Winston Salem,NC,27105,Forsyth,6,MI,Residential,6,5,FALSE,MHL-034-332
"NOA Human Services III, Inc.","NOA Human Services III, Inc.",PO Box 17002,Winston Salem,NC,27116,Forsyth,6,MI,Residential,6,6,FALSE,MHL-034-334
Home Care Solutions @ Inland Drive,"Home Care Solutions of NC, LLC",533 N Spring St,WINSTON SALE,NC,27101,Forsyth,3,IID,Residential,3,2,FALSE,MHL-034-336
Friendly People That Care 6,"Friendly People That Care, LLC",485 Shepherd Street,Winston-Salem,NC,27103,Forsyth,3,IID,Residential,3,3,FALSE,MHL-034-337
Sharpe and Williams #5,"Sharpe and Williams, Inc.",2740 New Walkertown Rd,Winston-Salem,NC,27105,Forsyth,4,MI,Residential,4,3,FALSE,MHL-034-338
Bottom Up Outreach Center,Bottom Up Outreach Center,554 Bedford Knoll Drive,Winston-Salem,NC,27107,Forsyth,4,IID,Residential,4,4,FALSE,MHL-034-342
Woodcliff Home,Community Alternatives of NC,1551 Westbrook Plaza Dr Ste 90,Winston-Salem,NC,27103,Forsyth,2,MI,Residential,2,2,FALSE,MHL-034-346
Just Like Home,Community Alternatives of NC,1551 Westbrook Plaza Drive,Winston-Salem,NC,27103,Forsyth,3,IID,Residential,3,2,FALSE,MHL-034-348
CARE #6,"Community Assisted Residential Environment, LLC","1312 Westgate Center Dr.,",Winston Salem,NC,27103,Forsyth,4,IID,Residential,4,3,FALSE,MHL-034-356
Sharpe and Williams #6,Sharpe and Williams,2740 New Walkertown Road,Winston Salem,NC,27105,Forsyth,6,MI,Residential,6,6,FALSE,MHL-034-357
Life Enhancement Opportunities,Community Alternatives of NC,"1551 Westbrook Plaza Dr., Ste 90",Winston Salem,NC,27103,Forsyth,3,MI,Residential,3,3,FALSE,MHL-034-358
"Springwell Network, Inc.-Ebert Street Group Home","Springwell Network, Inc.",3820 North Patterson Avenue,Winston-Salem,NC,27105,Forsyth,5,IID,Residential,5,5,FALSE,MHL-034-361
"Springwell Network, Inc.-Brandywine Road Group Home","Springwell Network, Inc.",3820 North Patterson Avenue,Winston-Salem,NC,27105,Forsyth,6,IID,Residential,6,5,FALSE,MHL-034-362
"Springwell Network, Inc.-Independence Road Group Home","Springwell Network, Inc.",3820 North Patterson Avenue,Winston-Salem,NC,27105,Forsyth,6,IID,Residential,6,6,FALSE,MHL-034-363
"Springwell Network, Inc.-Pressman Drive Group Home","Springwell Network, Inc.",3820 North Patterson Avenue,Winston-Salem,NC,27105,Forsyth,5,IID,Residential,5,5,FALSE,MHL-034-364
"Springwell Network, Inc.-Raven Ridge Road Group Home","Springwell Network, Inc.",3820 North Patterson Avenue,Winston-Salem,NC,27105,Forsyth,6,IID,Residential,6,6,FALSE,MHL-034-366
