Provider Email,Facility Name,Facility ID,Program Type,State Region,HHSC SubOffice,County,Service  Type,Facility  Licensed,Facility Certified,License No,License Effective Date,License Expiration Date,Physical Address,Physical Address CITY,Physical Address State,Physical Address Zipcode,Geo Location,Facility Phone Number,Facility Fax,Medicare Provider Number,Medicaid Provider Number,Total Licensed Capacity,Licensed Only Beds,Medicaid Only Beds,Medicare Only Beds,Medicaid / Medicare Beds,Alzheimer Capacity,ICFIID Beds,Owner_,Type of Entity,Owner Mailing1,Owner Mailing City,Owner Mailing STATE,Owner Mailing Zipcode,Owner PHONE,Owner FAX,Administrator,Management Company_
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,3796,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,144613,4/1/2023,4/1/2026,14163 HAYMEADOW DR,DALLAS,TX,75240,"32.941891,-96.772198",(972) 386-0402,(972) 239-7420,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CONNIE CAMPBELL,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,3835,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,144609,4/1/2022,4/1/2025,14255 HAYMEADOW DR,DALLAS,TX,75240,"32.943526,-96.772189",(972) 239-6643,(972) 239-7421,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,GREGORY BASHAM,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,7374,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149400,5/1/2022,5/1/2025,3111 LEHARVE,DALLAS,TX,75211,"32.762852,-96.871903",(214) 467-9462,(214) 333-2010,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CHYMEKA JOHNSON,
licensing@cg-idd.com,HENRY HOUSE,3783,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148263,9/1/2021,9/1/2024,7153 PINEBERRY,DALLAS,TX,75249,"32.63632,-96.946751",(800) 299-5161,(817) 447-3033,,,8,0,0,0,0,0,8,MONARCH HOLDING INC,FOR-PROFIT CORPORATION,812 LIVE OAK,DE SOTO,TX,75115,(972) 224-8530,(972) 224-0904,LATARSHER ALLEN-SMITH,
bernadetter@kenmartx.com,ST NICHOLAS OPERATIONS LLC,104764,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,150288,2/22/2022,2/22/2025,4612 HEATHERBROOK DR,DALLAS,TX,75244,"32.916766,-96.828804",(512) 336-0800,(512) 336-0812,,45H324,6,0,0,0,0,0,6,"ST NICHOLAS OPERATIONS, LLC",Limited Liability Company (LLC),4612 HEATHERBROOK DR,DALLAS,TX,75244,(972) 233-4366,(214) 922-4144,BERNADETTE RICHARDSON,AVID COMMUNITY SERVICES LLC
web@cg-idd.com,DAYBREAK MEADOW HILL GROUP HOME,104122,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148115,9/1/2022,9/1/2025,517 MEADOW HILL,DESOTO,TX,75115,"32.597942,-96.849551",(800) 299-5161,(817) 447-3033,,45H311,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,LATARSHER ALLEN-SMITH,
web@cg-idd.com,DEVONSHIRE HOME,104131,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148175,9/1/2021,9/1/2024,1225 DEVONSHIRE DRIVE,DESOTO,TX,75115,"32.593017,-96.886948",(800) 299-5161,(817) 447-3033,,45H312,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,LATARSHER ALLEN-SMITH,
web@cg-idd.com,LIVE OAK,7252,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148005,9/1/2021,9/1/2024,812 LIVE OAK,DESOTO,TX,75115,"32.611545,-96.838966",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,MONARCH HOLDING INC,FOR-PROFIT CORPORATION,812 LIVE OAK,DE SOTO,TX,75115,(972) 224-8530,(972) 224-0904,LATARSHER ALLEN-SMITH,
web@cg-idd.com,PRAIRIE CREEK,7651,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148912,9/1/2021,9/1/2024,920 PRAIRIE CREEK DR,DESOTO,TX,75115,"32.602568,-96.835863",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,LATARSHER ALLEN-SMITH,
web@cg-idd.com,TATE,7652,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148429,9/1/2021,9/1/2024,525 TATE DR,DESOTO,TX,75115,"32.578942,-96.866845",(972) 223-6259,(972) 224-0904,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,LATARSHER ALLEN-SMITH,
web@cg-idd.com,VALLEY GLEN,3890,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,147972,9/1/2022,9/1/2025,219 VALLEY GLEN,DESOTO,TX,75115,"32.583835,-96.853578",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,"GREENBREAK, INC",FOR-PROFIT CORPORATION,3901 N. DALLAS AVE,LANCASTER,TX,75146,(972) 230-4643,(972) 224-0904,LATARSHER ALLEN-SMITH,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,3846,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149370,4/1/2022,4/1/2025,402 W VINYARD,DUNCANVILLE,TEXAS,75137,"32.644374,-96.915928",(972) 296-7278,(972) 286-9057,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,OLLIE HARRISON III,
ktowery@evergreenls.org,EVERGREEN HIDDEN COURT COMMUNITY HOME,7644,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,145241,7/1/2022,7/1/2025,5322 HIDDEN CT,GARLAND,TX,75043,"32.848627,-96.551428",(972) 226-8129,(972) 386-9509,,,6,0,0,0,0,0,6,EVERGREEN PRESBYTERIAN MINISTRIES OF TEXAS INC,Nonprofit Organization,10810,DALLAS,TX,75238,(972) 386-4834,,KAREN TOWERY,
norma.mcdonald@evergreenls.org,EVERGREEN LIGHTHOUSE COMMUNITY HOME,7812,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,147387,6/11/2021,6/11/2024,1205 WENDELL WAY,GARLAND,TX,75043,"32.862261,-96.592105",(972) 303-0198,,,,6,0,0,0,0,0,6,EVERGREEN PRESBYTERIAN MINISTRIES OF TEXAS INC,Nonprofit Organization,10810,DALLAS,TX,75238,(972) 386-4834,,KAREN TOWERY,
lbailey@evergreenls.org,EVERGREEN PEBBLECREEK COMMUNITY HOME,7640,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,150011,7/1/2023,7/1/2026,530 PEBBLECREEK DR,GARLAND,TX,75041,"32.942748,-96.636758",(972) 496-9243,(972) 386-9509,,,6,0,0,0,0,0,6,EVERGREEN PRESBYTERIAN MINISTRIES OF TEXAS INC,Nonprofit Organization,10810,DALLAS,TX,75238,(972) 386-4834,,KAREN TOWERY,
kfincanon@evergreenls.org,EVERGREEN PYRAMID COMMUNITY HOME,7813,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149953,8/5/2023,8/5/2026,706 PYRAMID,GARLAND,TX,75040,"32.933933,-96.622941",(972) 495-0077,(214) 853-4162,,,6,0,0,0,0,0,6,EVERGREEN PRESBYTERIAN MINISTRIES OF TEXAS INC,Nonprofit Organization,10810,DALLAS,TX,75238,(972) 386-4834,,KAREN TOWERY,
kppspalmer@hotmail.com,"KNOLL POINT PLACE, LLC",7621,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149874,12/11/2023,12/11/2026,3446 KNOLL POINT DR,GARLAND,TX,75043,"32.841136,-96.577601",(972) 226-2620,(972) 226-2620,,,6,0,0,0,0,0,6,KNOLL POINT PLACE  LLC,Limited Liability Company (LLC),3446 KNOLL POINT DR,GARLAND,TX,75043,(214) 384-9775,(972) 226-2620,STEPHANIE G PALMER,
trinitymanor@gmail.com,TRINITY MANOR,7404,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,146581,2/28/2022,2/28/2025,2813 COUNTRY VALLEY RD,GARLAND,TX,75043,"32.884515,-96.605678",(972) 202-9700,(469) 298-3736,,,6,0,0,0,0,0,6,TRINITY ICF MR INC,FOR-PROFIT CORPORATION,2813 COUNTRY VALLEY RD,GARLAND,TX,75043,(972) 412-4990,(972) 412-4402,CAROLYN J SHANNON,
calabinc@aol.com,1102 FORT SCOTT TRAIL,7333,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148604,9/1/2021,9/1/2024,1102 FORT SCOTT TRAIL,GRAND PRAIRIE,TX,75052,"32.655206,-97.019182",(972) 647-9103,(972) 606-4792,,,6,0,0,0,0,0,6,"CALAB, INC",FOR-PROFIT CORPORATION,3803 S. ROBINSON ROAD,GRAND PRAIRIE,TEXAS,75052,(972) 263-2112,(972) 263-2115,"FOY E ANDERSON, III",
dkreitinger@calabinc.com,3502 GLENDA,7266,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148427,9/1/2022,9/1/2025,3502 GLENDA,GRAND PRAIRIE,TX,75051,"32.686527,-97.012314",(972) 263-6621,(972) 606-4792,,,6,0,0,0,0,0,6,"CALAB, INC",FOR-PROFIT CORPORATION,3803 S. ROBINSON ROAD,GRAND PRAIRIE,TEXAS,75052,(972) 263-2112,(972) 263-2115,"FOY E ANDERSON, III",
licensing@cg-idd.com,AMICUS AT WOODSIDE,7531,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,307232,2/11/2022,2/11/2025,2213 WOODSIDE DRIVE,GRAND PRAIRIE,TX,75052,"32.706819,-97.035952",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,LATARSHER ALLEN-SMITH,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,7615,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149112,1/1/2022,1/1/2025,4925 EMBERS TRAIL,GRAND PRAIRIE,TX,75052,"32.654546,-97.031499",(972) 647-0517,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,GARY SMITH,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,7614,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149111,1/1/2022,1/1/2025,4333 COVENTRY DR,GRAND PRAIRIE,TX,75052,"32.664524,-97.038045",(972) 647-2311,(972) 606-1804,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,GARY SMITH,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,7642,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148919,1/1/2023,1/1/2026,1829 ANNA DR,IRVING,TX,75061,"32.829157,-96.921085",(972) 445-2250,(972) 445-1695,,45H229,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CONNIE CAMPBELL,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,3736,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149073,4/1/2022,4/1/2025,2616 ALAN A DALE,IRVING,TX,75061,"32.816529,-96.980429",(972) 600-9535,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,ROVELIN CUMMINGS,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,7641,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,150060,1/1/2023,1/1/2025,917 APPLE TREE CT,IRVING,TX,75061,"32.823957,-96.931594",(972) 445-1856,,,45H227,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CONNIE CAMPBELL,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,7503,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,146305,1/1/2024,1/1/2027,1701 RINDIE ST,IRVING,TX,75060,"32.797412,-96.952014",(972) 254-1332,,,,6,0,0,0,0,0,6,PHOENIX PARENT HOLDINGS INC,FOR-PROFIT CORPORATION,1901 CAMPUS PL,LOUISVILLE,KY,40222,,,CONNIE CAMPBELL,
licenses@brightspringhealth.com,FULTON COMMUNITY HOME,7810,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148019,10/13/2021,10/13/2024,2501 CRESTVIEW,IRVING,TX,75062,"32.840849,-96.968616",(972) 252-1087,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,CONNIE CAMPBELL,
licenses@brightspringhealth.com,MAYKUS COMMUNITY HOME,7497,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,146307,1/1/2024,1/1/2027,600 MAYKUS CT,IRVING,TX,75061,"32.828255,-96.951521",(972) 251-4245,,,,6,0,0,0,0,0,6,BRIGHTSPRING HEALTH HOLDINGS CORP,FOR-PROFIT CORPORATION,9901  LINN STATION RD,LOUISVILLE,KY,40223,,,DEBRA THOMAS,
web@cg-idd.com,BARRY LANE,3947,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148471,9/1/2022,9/1/2025,234 BARRY LANE,LANCASTER,TX,75146,"32.594099,-96.767954",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,"GREENBREAK, INC",FOR-PROFIT CORPORATION,3901 N. DALLAS AVE,LANCASTER,TX,75146,(972) 230-4643,(972) 224-0904,LATARSHER ALLEN-SMITH,
web@cg-idd.com,WILLOWOOD,3666,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,148940,9/1/2021,9/1/2024,731 WILLOWOOD,LANCASTER,TX,75146,"32.611898,-96.769717",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,MONARCH HOLDING INC,FOR-PROFIT CORPORATION,812 LIVE OAK,DE SOTO,TX,75115,(972) 224-8530,(972) 224-0904,LATARSHER ALLEN-SMITH,
dkreitinger@calabinc.com,EASTBROOK HOUSE,3620,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,150019,9/1/2023,9/1/2026,3313 EASTBROOK DR,MESQUITE,TX,75150,"32.794296,-96.648503",(972) 686-9478,(972) 606-4792,,,6,0,0,0,0,0,6,"CALAB, INC",FOR-PROFIT CORPORATION,3803 S. ROBINSON ROAD,GRAND PRAIRIE,TEXAS,75052,(972) 263-2112,(972) 263-2115,"FOY E ANDERSON, III",
ktowery@evergreenls.org,EVERGREEN ISLANDVIEW COMMUNITY HOME,7645,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,144999,7/1/2022,7/1/2025,1901 ISLAND VIEW,MESQUITE,TX,75149,"32.760288,-96.57269",(972) 285-1061,(972) 386-9509,,,6,0,0,0,0,0,6,EVERGREEN PRESBYTERIAN MINISTRIES OF TEXAS INC,Nonprofit Organization,10810,DALLAS,TX,75238,(972) 386-4834,,KAREN TOWERY,
kfincanon@evergreenls.org,EVERGREEN VALLEY CREEK COMMUNITY HOME,7647,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149865,7/1/2023,7/1/2026,907 VALLEYCREEK DR,MESQUITE,TX,75181,"32.737708,-96.585752",(972) 222-6622,(1214) 853-4162,,,6,0,0,0,0,0,6,EVERGREEN PRESBYTERIAN MINISTRIES OF TEXAS INC,Nonprofit Organization,10810,DALLAS,TX,75238,(972) 386-4834,,KAREN TOWERY,
dkreitinger@calabinc.com,HARMAN HOUSE,3987,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,145702,9/1/2023,9/1/2026,4237 ASHWOOD DR,MESQUITE,TX,75150,"32.823471,-96.636184",(972) 613-7635,(972) 606-4792,,,6,0,0,0,0,0,6,"CALAB, INC",FOR-PROFIT CORPORATION,3803 S. ROBINSON ROAD,GRAND PRAIRIE,TEXAS,75052,(972) 263-2112,(972) 263-2115,"FOY E ANDERSON, III",
licensing@cg-idd.com,1509 VERSAILLES,7280,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,307765,2/10/2023,2/10/2026,1509 VERSAILLES,RICHARDSON,TX,75081,"32.967246,-96.697378",(972) 224-3554,(972) 224-0904,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,LATARSHER ALLEN-SMITH,
licensing@cg-idd.com,1809 AUBURN,3901,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,307726,2/10/2023,2/10/2026,1809 AUBURN,RICHARDSON,TX,75081,"32.957704,-96.689991",(972) 224-3554,(972) 224-0904,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,LATARSHER ALLEN-SMITH,
jhanophy@abilityconnection.org,ABILITY CONNECTION TEXAS ABILITY HOUSE,7800,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,149568,4/30/2023,4/30/2026,615-617 WOODHAVEN PL.,RICHARDSON,TX,75080,"32.939208,-96.716475",(214) 351-2500,(972) 476-1256,,,6,0,0,0,0,0,6,ABILITY CONNECTION TEXAS,Nonprofit Organization,8802 HARRY HINES BLVD,DALLAS,TX,75235,(214) 351-2500,(972) 476-1256,JIM HANOPHY,
jhanophy@abilityconnection.org,ABILITY CONNECTION TEXAS WENTWORTH HOUSE,3994,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,145107,3/29/2022,3/29/2025,642 WENTWORTH DR,RICHARDSON,TX,75081,"32.925655,-96.718853",2143512500 ext2201,(972) 476-1256,,,6,0,0,0,0,0,6,ABILITY CONNECTION TEXAS,Nonprofit Organization,8802 HARRY HINES BLVD,DALLAS,TX,75235,(214) 351-2500,(972) 476-1256,JIM HANOPHY,
ahundley@atcoftexas.org,"AUTISTIC TREATMENT CENTER, INC",110326,ICF/IID,3,IID TEAM,DALLAS,PRIVATELY OWNED,YES,YES,307802,3/16/2023,3/16/2025,406 FIELDWOOD DRIVE,RICHARDSON,TEXAS,75081,"32.932076,-96.732258",(972) 690-4011,(972) 644-5650,,45H381,6,0,0,0,0,0,6,AUTISTIC TREATMENT CENTER INC,Nonprofit Organization,10503 METRIC DR,DALLAS,TX,75243,(972) 644-2076,(972) 644-5650,ANNA P HUNDLEY,
adgray@kenmartx.com,BELL COMMUNITY RESIDENCE,7667,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,148791,3/15/2023,3/15/2026,2402 BERNARD,DENTON,TX,76205,"33.191389,-97.142157",(940) 387-1314,(940) 566-2371,,,6,0,0,0,0,0,6,"KENMAR RESIDENTIAL SERVICES, INC",FOR-PROFIT CORPORATION,"33 CYPRESS BLVD., STE. 100",ROUND ROCK,TEXAS,78665,(512) 336-0800,(512) 336-0812,"WILLIAM K GRAY, II",
licenses@brightspringhealth.com,CANDLEBERRY,3922,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,148104,10/1/2021,10/1/2024,2721 THUNDERBIRD ST,DENTON,TX,76201,"33.23511,-97.169896",(940) 566-1079,(940) 382-9521,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CONNIE CAMPBELL,
adgray@kenmartx.com,CARTER COMMUNITY RESIDENCE,7668,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,149201,3/15/2023,3/15/2026,3805 CAMELOT,DENTON,TX,76205,"33.25463,-97.123791",(940) 382-4216,,,,6,0,0,0,0,0,6,"KENMAR RESIDENTIAL SERVICES, INC",FOR-PROFIT CORPORATION,"33 CYPRESS BLVD., STE. 100",ROUND ROCK,TEXAS,78665,(512) 336-0800,(512) 336-0812,"WILLIAM K GRAY, II",
adgray@kenmartx.com,DAVIS COMMUNITY RESIDENCE,7670,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,149154,3/15/2023,3/15/2026,1426 RUDDELL,DENTON,TX,76201,"33.227369,-97.117245",(940) 566-8631,,,,6,0,0,0,0,0,6,"KENMAR RESIDENTIAL SERVICES, INC",FOR-PROFIT CORPORATION,"33 CYPRESS BLVD., STE. 100",ROUND ROCK,TEXAS,78665,(512) 336-0800,(512) 336-0812,"WILLIAM K GRAY, II",
,DENTON STATE SUPPORTED LIVING CENTER,7102,ICF/IID,3,IID TEAM,DENTON,STATE SCHOOL/STATE CENTER,NO,YES,,,,3980 STATE SCHOOL RD,DENTON,TX,76210,"33.166958,-97.091145",(940) 891-0342,(940) 591-3300,,,700,0,0,0,0,0,700,DADS,STATE,PO BOX 12668,AUSTIN,TX,78711,(512) 454-3761,,,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,7206,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,144541,4/1/2022,4/1/2025,7501 RIVERCHASE TRL,DENTON,TX,76210,"33.149784,-97.12653",(940) 382-7900,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CONNIE CAMPBELL,
licenses@rescare.com,EDUCARE COMMUNITY LIVING CORPORATIONTEXAS,7247,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,148794,3/18/2023,3/18/2026,3612 BIG HORN TRL,DENTON,TX,76210,"33.169339,-97.106286",(940) 383-1520,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CONNIE CAMPBELL,
adgray@kenmartx.com,NEWTON COMMUNITY RESIDENCE,7669,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,148833,3/15/2023,3/15/2026,3112 CEDAR HILL,DENTON,TX,76205,"33.244732,-97.127362",(940) 566-6746,,,45H223,6,0,0,0,0,0,6,"KENMAR RESIDENTIAL SERVICES, INC",FOR-PROFIT CORPORATION,"33 CYPRESS BLVD., STE. 100",ROUND ROCK,TEXAS,78665,(512) 336-0800,(512) 336-0812,"WILLIAM K GRAY, II",
adgray@kenmartx.com,OAKBEND COMMUNITY RESIDENCE,7671,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,149360,3/15/2023,3/15/2026,1430 N RUDDELL,DENTON,TX,76201,"33.227213,-97.117583",(940) 387-0831,,,,6,0,0,0,0,0,6,"KENMAR RESIDENTIAL SERVICES, INC",FOR-PROFIT CORPORATION,"33 CYPRESS BLVD., STE. 100",ROUND ROCK,TEXAS,78665,(512) 336-0800,(512) 336-0812,"WILLIAM K GRAY, II",
kayesimms@innovativeoutcomes.com,OAKRIDGE GROUP HOME,7442,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,146287,1/1/2023,1/1/2026,2421 OAKRIDGE,DENTON,TX,76201,"33.238266,-97.120271",(940) 387-9710,(940) 387-7508,,,6,0,0,0,0,0,6,INNOVATIVE OUTCOMES INC,FOR-PROFIT CORPORATION,,,,,,,SARAH MOORE,
kayesimms@innovativeoutcomes.com,SANDY OAKS I,3805,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,146281,1/1/2022,1/1/2025,1475 S TRINITY RD,DENTON,TX,76208,"33.20112,-97.060237",(940) 383-1907,(940) 381-0854,,,13,0,0,0,0,0,13,INNOVATIVE OUTCOMES INC,FOR-PROFIT CORPORATION,,,,,,,SARAH MOORE,
kayesimms@innovativeoutcomes.com,SANDY OAKS II,3837,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,146260,1/3/2024,1/3/2027,1475 S TRINITY RD,DENTON,TX,76208,"33.20112,-97.060237",(940) 387-1508,(940) 381-0854,,,13,0,0,0,0,0,13,INNOVATIVE OUTCOMES INC,FOR-PROFIT CORPORATION,,,,,,,KAYE D SIMMS,
licenses@brightspringhealth.com,LAUREL HOUSE,3886,ICF/IID,3,IID TEAM,DENTON,PRIVATELY OWNED,YES,YES,148226,10/1/2022,10/1/2025,50 N SHARON DR,KRUM,TX,76249,"33.265128,-97.230875",(817) 482-6400,(940) 382-9521,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CONNIE CAMPBELL,
